model_b,metric,general_proxy,layer,baseline_accuracy,intervention_accuracy,tool_damage_probability,baseline_perplexity_arithmetic_mean,intervention_perplexity_arithmetic_mean,perplexity_relative_damage,perplexity_log_ratio,predicted_tool_damage_probability,residual_probability,residual_pointwise_95_low,residual_pointwise_95_high,residual_simultaneous_95_low,residual_simultaneous_95_high,residual_bootstrap_se,leverage,leave_one_layer_out_residual,isotonic_log_residual,damage_rank_descending_average_ties,residual_rank_descending_average_ties,equal_damage_layers,intervention_complete_failure,baseline_at_ceiling,point_residual_at_least_10pp,simultaneous_low_above_zero,simultaneous_low_above_10pp,raw_log_and_loo_point_material,isotonic_point_material
0.6,tool_selection,log_ratio,0,0.8,0.0,0.8,31.42442855834961,2544088.5,80957.94234881876,11.301697420562673,0.8991928600726307,-0.09919286007263062,-0.11944099400973976,-0.08163648156790979,-0.13469015853652125,-0.06369556160873999,0.00979356666001343,0.5899610502101643,-0.2419108236509524,0.0,6.0,20.0,11,True,False,False,False,False,False,False
0.6,tool_selection,log_ratio,1,0.8,0.0,0.8,31.42442855834961,136084.40146484374,4329.529072697665,8.373445001222219,0.7870849173647881,0.012915082635211905,-0.015320043374676004,0.05095095213904714,-0.058129544558395696,0.0839597098288195,0.019600936475889185,0.31830413158676035,0.01894551989184534,0.0,6.0,17.0,11,True,False,False,False,False,False,False
0.6,tool_selection,log_ratio,2,0.8,0.0,0.8,31.42442855834961,3155.0063720703124,99.39980094505214,4.6091602246366605,0.6429695332940022,0.15703046670599785,0.13640051504907788,0.19738632099171652,0.10353333085491032,0.21052760255708539,0.014759651825627855,0.1022401292202529,0.17491366212393678,0.0,6.0,12.0,11,True,False,True,True,True,True,False
0.6,tool_selection,log_ratio,3,0.8,0.2,0.6000000000000001,31.42442855834961,41.99105682373047,0.3362552240452199,0.28987109283139917,0.4776058456116076,0.12239415438839246,-0.06492910179129154,0.2779920041044246,-0.19308635977005406,0.437874668546839,0.08703984751090314,0.03886024681797559,0.12734272407647768,0.13,15.5,13.0,2,False,False,True,False,False,True,True
0.6,tool_selection,log_ratio,4,0.8,0.05,0.75,31.42442855834961,46.50095825195312,0.47977100571961273,0.39188734993961566,0.4815115310066298,0.2684884689933702,0.17105111622745126,0.33380462344789336,0.11294849654923689,0.4240284414375035,0.04291287377764335,0.038083271184247536,0.27911820321902003,0.06666666666666676,12.5,10.0,2,False,False,True,True,True,True,False
0.6,tool_selection,log_ratio,5,0.8,0.5,0.30000000000000004,31.42442855834961,41.02241401672363,0.30543070785049453,0.2665330306518886,0.47671234950435537,-0.17671234950435533,-0.3860280809642766,0.027060607373405134,-0.5610193752561495,0.20759467624743888,0.10602881451500677,0.039053456546824836,-0.1838940477056476,-0.17000000000000004,21.5,22.0,2,False,False,False,False,False,False,False
0.6,tool_selection,log_ratio,6,0.8,0.0,0.8,31.42442855834961,41.64138641357422,0.3251278805676139,0.2815089684169792,0.4772857022528671,0.32271429774713295,0.2855791191233766,0.3613974894503502,0.25232386575841365,0.39310472973585225,0.01942044656186792,0.03892881277342104,0.33578605002029976,0.32999999999999996,6.0,6.0,11,True,False,True,True,True,True,True
0.6,tool_selection,log_ratio,7,0.8,0.95,-0.1499999999999999,31.42442855834961,33.90263023376465,0.07886226700394738,0.07590702938302,0.46941424614150085,-0.6194142461415008,-0.6940132529718872,-0.5064603685371325,-0.7964026445364346,-0.4424258477465669,0.04883041112249808,0.040847174766881725,-0.6457930684726436,-0.38999999999999996,27.0,27.0,1,False,False,False,False,False,False,False
0.6,tool_selection,log_ratio,8,0.8,0.85,-0.04999999999999993,31.42442855834961,33.25823287963867,0.05835601172139082,0.05671677184512499,0.4686795484500048,-0.5186795484500047,-0.6528171429240452,-0.35957853910978993,-0.7935682923075664,-0.243790804592443,0.07584073587444828,0.04104902898762618,-0.5408822391643544,-0.29,24.5,24.0,2,False,False,False,False,False,False,False
0.6,tool_selection,log_ratio,9,0.8,0.0,0.8,31.42442855834961,34.45396385192871,0.09640701303299082,0.09203848184430631,0.4700318376907743,0.32996816230922577,0.291282128342482,0.36944724387980293,0.2574778138573459,0.4024585107611056,0.019999805351195013,0.04068050638356995,0.34396065597011494,0.3388888888888889,6.0,3.0,11,True,False,True,True,True,True,True
0.6,tool_selection,log_ratio,10,0.8,0.0,0.8,31.42442855834961,34.34166412353515,0.09283336878405768,0.08877374449270488,0.4699068474455509,0.33009315255444915,0.2921523144951127,0.3696312475947444,0.258165463629836,0.4020208414790623,0.0198445697748093,0.04071401526902296,0.3441029659648585,0.3388888888888889,6.0,2.0,11,True,False,True,True,True,True,True
0.6,tool_selection,log_ratio,11,0.8,0.3,0.5,31.42442855834961,39.35587005615234,0.25239731831799084,0.2250595692333839,0.47512454088311334,0.024875459116886656,-0.16023942180340622,0.19473163967901452,-0.3040612983407215,0.3538122165744948,0.09075237272962522,0.03941101138833963,0.0258960485824839,0.03888888888888886,17.5,16.0,2,False,False,False,False,False,False,False
0.6,tool_selection,log_ratio,12,0.8,0.3,0.5,31.42442855834961,32.81797065734863,0.04434582148125488,0.04339068123994892,0.46816935998666837,0.031830640013331635,-0.16668747954624322,0.2121424435915232,-0.31661648168141154,0.3802777617080748,0.09613520638137184,0.041191490748549185,0.03319812006902406,0.25999999999999995,17.5,15.0,2,False,False,False,False,False,False,True
0.6,tool_selection,log_ratio,13,0.8,0.85,-0.04999999999999993,31.42442855834961,34.61348609924316,0.1014833900629899,0.09665780776662014,0.47020868826636925,-0.5202086882663692,-0.6473265917601879,-0.37067492853185724,-0.7812098420247258,-0.25920753450801276,0.07200920375033852,0.040633286646623815,-0.542241752841339,-0.5111111111111111,24.5,25.0,2,False,False,False,False,False,False,False
0.6,tool_selection,log_ratio,14,0.8,0.0,0.8,31.42442855834961,31.66988334655762,0.007810954708444173,0.007780607128327906,0.46680603074566435,0.3331939692543357,0.29466497541380166,0.37306196575014156,0.2604111124912336,0.4059768260174378,0.020080507257214067,0.04158138848593161,0.34764972763620494,0.56,6.0,1.0,11,True,False,True,True,True,True,True
0.6,tool_selection,log_ratio,15,0.8,0.7,0.10000000000000009,31.42442855834961,32.06176872253418,0.020281678726508767,0.02007874478646096,0.46727686410104213,-0.36727686410104204,-0.5494992783611086,-0.17156596232466564,-0.719462215993188,-0.01509151220889604,0.0971665695614736,0.0414452198454537,-0.3831568854539817,-0.13999999999999996,23.0,23.0,1,False,False,False,False,False,False,False
0.6,tool_selection,log_ratio,16,0.8,1.0,-0.19999999999999996,31.42442855834961,39.46157455444336,0.2557610866708424,0.2277418323335851,0.475227231141637,-0.675227231141637,-0.7131852673988877,-0.6366133046039391,-0.7464546309358182,-0.6039998313474557,0.01965136272590827,0.039387336879629704,-0.7029131064630023,-0.6611111111111111,28.0,28.0,1,False,False,False,False,False,False,False
0.6,tool_selection,log_ratio,17,0.8,0.4,0.4,31.42442855834961,35.76547546386719,0.13814242946238542,0.12939748557237915,0.4714621245819953,-0.0714621245819953,-0.2772998488940318,0.12023592832649797,-0.44037592427523325,0.29745167511124265,0.10178188328246579,0.04030507932187686,-0.07446337689429461,-0.061111111111111116,20.0,19.0,1,False,False,False,False,False,False,False
0.6,tool_selection,log_ratio,18,0.8,0.0,0.8,31.42442855834961,36.127797317504886,0.14967237193898209,0.13947700781906078,0.4718480183987613,0.32815198160123876,0.2905244841296564,0.36740542236048784,0.256588491036416,0.3997154721660615,0.019744088863066035,0.04020631571081839,0.3418984589841998,0.3388888888888889,6.0,4.0,11,True,False,True,True,True,True,True
0.6,tool_selection,log_ratio,19,0.8,0.0,0.8,31.42442855834961,39.387163162231445,0.2533931393246005,0.22585438514147138,0.47515497035555176,0.3248450296444483,0.28693568564795935,0.3637107663757009,0.25366200788830556,0.396028051400591,0.019639118997721083,0.03940398816092054,0.33817028765560475,0.3388888888888889,6.0,5.0,11,True,False,True,True,True,True,True
0.6,tool_selection,log_ratio,20,0.8,0.35,0.45000000000000007,31.42442855834961,47.28684692382812,0.5047798510011026,0.4086466090965268,0.4821531580921159,-0.03215315809211583,-0.24464684302034503,0.17270204615760396,-0.4215968304444383,0.35729051426020664,0.10744599534476423,0.03796615042776068,-0.033422065248964405,-0.23333333333333317,19.0,18.0,1,False,False,False,False,False,False,False
0.6,tool_selection,log_ratio,21,0.8,0.0,0.8,31.42442855834961,44.37084808349609,0.4119858377410832,0.34499710909233894,0.47971634135708197,0.3202836586429181,0.2833814045834231,0.35888491301035147,0.25044268186502205,0.3901246354208141,0.019268854005060718,0.038426734343804704,0.3330829486241494,0.11666666666666681,6.0,7.0,11,True,False,True,True,True,True,True
0.6,tool_selection,log_ratio,22,0.8,0.1,0.7000000000000001,31.42442855834961,45.24434280395508,0.4397825156929849,0.3644920714128537,0.4804627046502478,0.21953729534975225,0.0927256010359274,0.3162077471500259,0.010111896421507921,0.4289626942779966,0.05777965347954726,0.03828111424943623,0.22827595319438543,0.01666666666666683,14.0,11.0,1,False,False,True,True,False,True,False
0.6,tool_selection,log_ratio,23,0.8,0.9,-0.09999999999999998,31.42442855834961,42.32306900024414,0.3468206405617744,0.2977467338197892,0.47790736398580325,-0.5779073639858032,-0.6820261618105605,-0.4440403520038625,-0.8017674349928463,-0.3540472929787601,0.06176212339519325,0.038796345733948474,-0.6012330076159326,-0.5700000000000001,26.0,26.0,1,False,False,False,False,False,False,False
0.6,tool_selection,log_ratio,24,0.8,0.05,0.75,31.42442855834961,40.0853572845459,0.2756113356242731,0.24342554261810098,0.47582768091243205,0.27417231908756795,0.14337319140653976,0.3587595572472214,0.06540659518891487,0.482938042986221,0.0575976517031918,0.039250429890685765,0.28537334558096406,0.2799999999999999,12.5,9.0,2,False,False,True,True,False,True,True
0.6,tool_selection,log_ratio,25,0.8,0.5,0.30000000000000004,31.42442855834961,38.58443908691406,0.2278485514945665,0.2052634927174359,0.4743666494536614,-0.17436664945366137,-0.3722755500147076,0.018255075848554774,-0.5361009683532649,0.18736766944594213,0.09980109243979729,0.03958808976947934,-0.18155402655492836,-0.1611111111111111,21.5,21.0,2,False,False,False,False,False,False,False
0.6,tool_selection,log_ratio,26,0.8,0.0,0.8,31.42442855834961,45.07006340026855,0.4342365308753795,0.36063267339796745,0.4803149478623828,0.3196850521376172,0.28294915002756454,0.3585686775823976,0.24982292892497304,0.3895471753502614,0.019274688224206672,0.03830962357245475,0.3324199347041117,0.11666666666666681,6.0,8.0,11,True,False,True,True,True,True,True
0.6,tool_selection,log_ratio,27,0.8,0.2,0.6000000000000001,31.42442855834961,54.48532981872559,0.7338526846257827,0.5503459177860864,0.4875781063907629,0.11242189360923721,-0.07701092456959793,0.27794364470926236,-0.21870700595983117,0.4435507931783056,0.09135717621681587,0.03709457107753916,0.11675278820999357,-0.08333333333333315,15.5,14.0,2,False,False,True,False,False,True,False
0.6,tool_selection,relative,0,0.8,0.0,0.8,31.42442855834961,2544088.5,80957.94234881876,11.301697420562673,0.8157677239676298,-0.01576772396762971,-0.04347330943751603,-0.004301328923029568,-0.0561902149346779,0.02465476699941848,0.011152408126277092,0.9972463703895291,-5.72616008619015,0.0,6.0,18.0,11,True,False,False,False,False,False,False
0.6,tool_selection,relative,1,0.8,0.0,0.8,31.42442855834961,136084.40146484374,4329.529072697665,8.373445001222219,0.5122125296030517,0.2877874703969483,0.23744513713585835,0.3269008610681509,0.20628754416964878,0.3692873966242478,0.022485512837129632,0.035973740539773286,0.2985265884334779,0.0,6.0,10.0,11,True,False,True,True,True,False,False
0.6,tool_selection,relative,2,0.8,0.0,0.8,31.42442855834961,3155.0063720703124,99.39980094505214,4.6091602246366605,0.49545532873753023,0.3045446712624698,0.2697565221124657,0.34125265707340047,0.23800059429107284,0.3710887482338668,0.018359252164256434,0.03709323186921881,0.31627638452854534,0.0,6.0,9.0,11,True,False,True,True,True,True,False
