model_b,metric,general_proxy,layer,baseline_accuracy,intervention_accuracy,tool_damage_probability,baseline_perplexity_arithmetic_mean,intervention_perplexity_arithmetic_mean,perplexity_relative_damage,perplexity_log_ratio,predicted_tool_damage_probability,residual_probability,residual_pointwise_95_low,residual_pointwise_95_high,residual_simultaneous_95_low,residual_simultaneous_95_high,residual_bootstrap_se,leverage,leave_one_layer_out_residual,isotonic_log_residual,damage_rank_descending_average_ties,residual_rank_descending_average_ties,equal_damage_layers,intervention_complete_failure,baseline_at_ceiling,point_residual_at_least_10pp,simultaneous_low_above_zero,simultaneous_low_above_10pp,raw_log_and_loo_point_material,isotonic_point_material
1.7,tool_selection,relative,23,1.0,1.0,0.0,22.592421531677246,27.19150562286377,0.20356755847256403,0.18529011166553264,0.2370010240405321,-0.2370010240405321,-0.268508807103222,-0.2073569109559722,-0.294010656323066,-0.17999139175799822,0.015728735937181357,0.037038806585640446,-0.24611690030851663,-0.10384615384615385,23.0,23.0,11,False,True,False,False,False,False,False
1.7,tool_selection,relative,24,1.0,0.05,0.95,22.592421531677246,31.881419372558593,0.41115547653256534,0.34440885569654567,0.23700116889382766,0.7129988311061723,0.6074198669067501,0.7796755438408863,0.543951340837417,0.8820463213749277,0.04663954543862407,0.03703879252202438,0.7404232128660071,0.6208333333333333,4.0,3.0,1,False,True,True,True,True,True,True
1.7,tool_selection,relative,25,1.0,1.0,0.0,22.592421531677246,27.178653526306153,0.20299869087510025,0.18481734877507544,0.23700102364358058,-0.23700102364358058,-0.2685088336311681,-0.2073569286019264,-0.294010687832424,-0.17999135945473715,0.01572874474000813,0.03703880662418005,-0.24611689990614705,-0.10384615384615385,23.0,22.0,11,False,True,False,False,False,False,False
1.7,tool_selection,relative,26,1.0,0.95,0.050000000000000044,22.592421531677246,30.48823947906494,0.34948967007882814,0.29972649881811725,0.23700112586388947,-0.18700112586388942,-0.2554951974606344,-0.08332434321392812,-0.3528996017940087,-0.021102649933770118,0.04577074462353831,0.03703879669973673,-0.1941938317172059,-0.2791666666666666,16.0,16.0,3,False,True,False,False,False,False,False
1.7,tool_selection,relative,27,1.0,0.15,0.85,22.592421531677246,27.942537689208983,0.23681021310753447,0.21253565650413042,0.2370010472370077,0.6129989527629922,0.44817696700513426,0.7463524425579178,0.3338279376830429,0.8921699678429416,0.07702219785853058,0.0370388043335201,0.6365770038518805,0.5208333333333333,5.0,4.0,1,False,True,True,True,True,True,True
1.7,argument_binding,log_ratio,0,0.95,0.0,0.95,22.592421531677246,24719176.571875,1094134.7719098765,13.905475360214083,1.0854315659816003,-0.13543156598160033,-0.16830869688418745,-0.09286688380809115,-0.20631821719459775,-0.0645449147686029,0.019557351516927855,0.8017475786181721,-0.6831269199015912,0.0,2.0,17.0,3,True,False,False,False,False,False,False
1.7,argument_binding,log_ratio,1,0.95,0.65,0.29999999999999993,22.592421531677246,370.8703815460205,15.415698557412998,2.798238106089072,0.42493177492070533,-0.1249317749207054,-0.29912402320351067,0.10026769771394849,-0.493964117913769,0.2441005680723582,0.10181458891808257,0.050620928238564726,-0.131593141914233,-0.13333333333333336,12.0,15.0,1,False,False,False,False,False,False,False
1.7,argument_binding,log_ratio,2,0.95,0.0,0.95,22.592421531677246,15617.273120117188,690.2615851390665,6.538518312390955,0.6473502069978734,0.3026497930021266,0.24329499547671943,0.4277283228576148,0.10984046629825298,0.4954591197060002,0.05319534374334272,0.17687024230799409,0.36768175390807656,0.0,2.0,5.0,3,True,False,True,True,True,True,False
1.7,argument_binding,log_ratio,3,0.95,0.8,0.1499999999999999,22.592421531677246,29.479062271118163,0.3048208324984125,0.26606573824443097,0.27435433773933743,-0.12435433773933752,-0.23090105394405094,0.0029124496009666043,-0.34252002873347653,0.09381135325480153,0.06019106608499951,0.038174886615939964,-0.12928996759277006,-0.24444444444444446,16.0,14.0,3,False,False,False,False,False,False,False
1.7,argument_binding,log_ratio,4,0.95,0.85,0.09999999999999998,22.592421531677246,33.473208618164065,0.4816122552967892,0.39313085653916746,0.28191035569093315,-0.18191035569093317,-0.2606229296021875,-0.09162568019469543,-0.3413157859522292,-0.022504925429637113,0.043979338563473816,0.03739435354403,-0.18897702954545653,-0.2944444444444444,19.5,21.0,4,False,False,False,False,False,False,False
1.7,argument_binding,log_ratio,5,0.95,0.8,0.1499999999999999,22.592421531677246,32.121357154846194,0.421775753865439,0.3519066212418295,0.27945892711535064,-0.12945892711535073,-0.24150733680670558,0.004151642652770058,-0.3577388410911097,0.09882098686040824,0.06298154088931446,0.037631314985116515,-0.13452113429204998,-0.24444444444444446,16.0,16.0,3,False,False,False,False,False,False,False
1.7,argument_binding,log_ratio,6,0.95,0.95,0.0,22.592421531677246,26.484488105773927,0.17227310355552383,0.1589446875205985,0.2679843080008407,-0.2679843080008407,-0.35687816841585124,-0.18626300331739584,-0.4256506987725823,-0.11031791722909912,0.04349954432835273,0.03894824661769853,-0.278844825013537,-0.1576923076923077,26.5,26.0,4,False,False,False,False,False,False,False
1.7,argument_binding,log_ratio,7,0.95,0.85,0.09999999999999998,22.592421531677246,24.21771583557129,0.07193980076970452,0.06946990507339318,0.26266362620036415,-0.16266362620036418,-0.28295592328930086,-0.03807549343939544,-0.3884699501813139,0.06314269778058554,0.06229908702516055,0.039675084565974884,-0.16938394868870738,-0.05769230769230771,19.5,19.0,4,False,False,False,False,False,False,False
1.7,argument_binding,log_ratio,8,0.95,0.8,0.1499999999999999,22.592421531677246,24.036681938171387,0.06392676431205557,0.06196655801674039,0.2622174343121576,-0.1122174343121577,-0.2563032279244438,0.043953926330533494,-0.39121605548549765,0.16678118686118226,0.07697463504983189,0.03973938268926431,-0.11686143562403811,-0.007692307692307776,16.0,13.0,3,False,False,False,False,False,False,False
1.7,argument_binding,log_ratio,9,0.95,0.95,0.0,22.592421531677246,27.36604404449463,0.21129308808815384,0.19168845683112007,0.26993143961361993,-0.26993143961361993,-0.35762650486598574,-0.18644498100795567,-0.4273123279467666,-0.11255055128047325,0.043420775315358116,0.038700655918569055,-0.280798526781013,-0.1576923076923077,26.5,27.0,4,False,False,False,False,False,False,False
1.7,argument_binding,log_ratio,10,0.95,0.7,0.25,22.592421531677246,23.503746604919435,0.04033764472588319,0.039545318853422294,0.26088413932224475,-0.010884139322244746,-0.15190328192902028,0.1428207940976949,-0.28633406006541656,0.26456578142092707,0.07599556239576431,0.03993460089658118,-0.011336872813465682,0.09230769230769231,13.5,11.0,2,False,False,False,False,False,False,False
